,doy,day,month,year,hour,ypart,FD,time
203369,73,14,3,2005,18,2005.1992,92.902,2005-03-14 17:00:00
203370,73,14,3,2005,19,2005.19932,92.99700000000001,2005-03-14 18:00:00
203371,73,14,3,2005,20,2005.1994300000001,92.73700000000001,2005-03-14 19:00:00
203372,73,14,3,2005,21,2005.1995399999998,92.271,2005-03-14 20:00:00
203373,73,14,3,2005,22,2005.1996600000002,92.355,2005-03-14 21:00:00
203374,73,14,3,2005,23,2005.19977,92.073,2005-03-14 22:00:00
203375,73,14,3,2005,24,2005.1998899999999,91.67299999999999,2005-03-14 23:00:00
203376,74,15,3,2005,1,2005.2,91.542,2005-03-15 00:00:00
203377,74,15,3,2005,2,2005.2001100000002,91.556,2005-03-15 01:00:00
203378,74,15,3,2005,3,2005.2002300000001,91.697,2005-03-15 02:00:00
203379,74,15,3,2005,4,2005.2003399999999,91.439,2005-03-15 03:00:00
203380,74,15,3,2005,5,2005.2004600000002,92.038,2005-03-15 04:00:00
203381,74,15,3,2005,6,2005.20057,91.887,2005-03-15 05:00:00
203382,74,15,3,2005,7,2005.20069,91.861,2005-03-15 06:00:00
203383,74,15,3,2005,8,2005.2008,92.229,2005-03-15 07:00:00
203384,74,15,3,2005,9,2005.2009100000002,92.23899999999999,2005-03-15 08:00:00
203385,74,15,3,2005,10,2005.2010300000002,92.647,2005-03-15 09:00:00
203386,74,15,3,2005,11,2005.20114,92.116,2005-03-15 10:00:00
203387,74,15,3,2005,12,2005.20126,92.448,2005-03-15 11:00:00
203388,74,15,3,2005,13,2005.20137,92.154,2005-03-15 12:00:00
203389,74,15,3,2005,14,2005.2014800000002,92.359,2005-03-15 13:00:00
203390,74,15,3,2005,15,2005.2016,92.259,2005-03-15 14:00:00
203391,74,15,3,2005,16,2005.20171,91.785,2005-03-15 15:00:00
203392,74,15,3,2005,17,2005.20183,91.792,2005-03-15 16:00:00
203393,74,15,3,2005,18,2005.20194,91.98,2005-03-15 17:00:00
203394,74,15,3,2005,19,2005.20206,92.399,2005-03-15 18:00:00
203395,74,15,3,2005,20,2005.20217,91.65,2005-03-15 19:00:00
203396,74,15,3,2005,21,2005.20228,91.59,2005-03-15 20:00:00
203397,74,15,3,2005,22,2005.2024,91.579,2005-03-15 21:00:00
203398,74,15,3,2005,23,2005.20251,91.721,2005-03-15 22:00:00
203399,74,15,3,2005,24,2005.20263,91.756,2005-03-15 23:00:00
203400,75,16,3,2005,1,2005.20274,91.624,2005-03-16 00:00:00
203401,75,16,3,2005,2,2005.20285,91.285,2005-03-16 01:00:00
203402,75,16,3,2005,3,2005.2029699999998,91.249,2005-03-16 02:00:00
203403,75,16,3,2005,4,2005.20308,91.322,2005-03-16 03:00:00
203404,75,16,3,2005,5,2005.2032,91.41,2005-03-16 04:00:00
203405,75,16,3,2005,6,2005.20331,91.571,2005-03-16 05:00:00
203406,75,16,3,2005,7,2005.2034199999998,91.837,2005-03-16 06:00:00
203407,75,16,3,2005,8,2005.2035399999997,92.087,2005-03-16 07:00:00
203408,75,16,3,2005,9,2005.20365,92.18799999999999,2005-03-16 08:00:00
203409,75,16,3,2005,10,2005.2037699999998,91.917,2005-03-16 09:00:00
203410,75,16,3,2005,11,2005.20388,91.89299999999999,2005-03-16 10:00:00
203411,75,16,3,2005,12,2005.204,91.698,2005-03-16 11:00:00
203412,75,16,3,2005,13,2005.2041100000001,91.853,2005-03-16 12:00:00
203413,75,16,3,2005,14,2005.2042199999999,91.86200000000001,2005-03-16 13:00:00
203414,75,16,3,2005,15,2005.2043399999998,91.88,2005-03-16 14:00:00
203415,75,16,3,2005,16,2005.20445,91.43299999999999,2005-03-16 15:00:00
203416,75,16,3,2005,17,2005.2045699999999,91.275,2005-03-16 16:00:00
203417,75,16,3,2005,18,2005.20468,90.725,2005-03-16 17:00:00
203418,75,16,3,2005,19,2005.2048,90.331,2005-03-16 18:00:00
203419,75,16,3,2005,20,2005.2049100000002,90.595,2005-03-16 19:00:00
203420,75,16,3,2005,21,2005.2050199999999,90.39399999999999,2005-03-16 20:00:00
203421,75,16,3,2005,22,2005.2051399999998,90.459,2005-03-16 21:00:00
203422,75,16,3,2005,23,2005.20525,90.40100000000001,2005-03-16 22:00:00
203423,75,16,3,2005,24,2005.20537,90.677,2005-03-16 23:00:00
203424,76,17,3,2005,1,2005.20548,90.73899999999999,2005-03-17 00:00:00
203425,76,17,3,2005,2,2005.2055899999998,90.50299999999999,2005-03-17 01:00:00
203426,76,17,3,2005,3,2005.2057100000002,90.939,2005-03-17 02:00:00
203427,76,17,3,2005,4,2005.20582,90.884,2005-03-17 03:00:00
203428,76,17,3,2005,5,2005.2059399999998,91.131,2005-03-17 04:00:00
203429,76,17,3,2005,6,2005.20605,91.382,2005-03-17 05:00:00
203430,76,17,3,2005,7,2005.2061600000002,90.99700000000001,2005-03-17 06:00:00
203431,76,17,3,2005,8,2005.20628,91.26899999999999,2005-03-17 07:00:00
203432,76,17,3,2005,9,2005.2063899999998,91.63,2005-03-17 08:00:00
203433,76,17,3,2005,10,2005.2065100000002,91.822,2005-03-17 09:00:00
203434,76,17,3,2005,11,2005.20662,91.905,2005-03-17 10:00:00
203435,76,17,3,2005,12,2005.2067399999999,91.78,2005-03-17 11:00:00
203436,76,17,3,2005,13,2005.20685,91.869,2005-03-17 12:00:00
203437,76,17,3,2005,14,2005.2069600000002,91.72,2005-03-17 13:00:00
203438,76,17,3,2005,15,2005.2070800000001,91.46,2005-03-17 14:00:00
203439,76,17,3,2005,16,2005.2071899999999,91.00299999999999,2005-03-17 15:00:00
203440,76,17,3,2005,17,2005.2073100000002,90.897,2005-03-17 16:00:00
203441,76,17,3,2005,18,2005.20742,91.005,2005-03-17 17:00:00
203442,76,17,3,2005,19,2005.2075300000001,90.978,2005-03-17 18:00:00
203443,76,17,3,2005,20,2005.20765,90.601,2005-03-17 19:00:00
203444,76,17,3,2005,21,2005.2077600000002,90.8,2005-03-17 20:00:00
203445,76,17,3,2005,22,2005.2078800000002,91.094,2005-03-17 21:00:00
203446,76,17,3,2005,23,2005.2079899999999,90.98200000000001,2005-03-17 22:00:00
203447,76,17,3,2005,24,2005.2081,91.475,2005-03-17 23:00:00
203448,77,18,3,2005,1,2005.20822,91.265,2005-03-18 00:00:00
203449,77,18,3,2005,2,2005.2083300000002,91.103,2005-03-18 01:00:00
203450,77,18,3,2005,3,2005.20845,90.647,2005-03-18 02:00:00
203451,77,18,3,2005,4,2005.2085600000003,90.37200000000001,2005-03-18 03:00:00
203452,77,18,3,2005,5,2005.2086800000002,90.24600000000001,2005-03-18 04:00:00
203453,77,18,3,2005,6,2005.20879,89.82600000000001,2005-03-18 05:00:00
203454,77,18,3,2005,7,2005.2089,89.78299999999999,2005-03-18 06:00:00
203455,77,18,3,2005,8,2005.20902,89.71799999999999,2005-03-18 07:00:00
203456,77,18,3,2005,9,2005.2091300000002,89.647,2005-03-18 08:00:00
203457,77,18,3,2005,10,2005.20925,90.727,2005-03-18 09:00:00
203458,77,18,3,2005,11,2005.20936,90.955,2005-03-18 10:00:00
203459,77,18,3,2005,12,2005.20948,91.525,2005-03-18 11:00:00
203460,77,18,3,2005,13,2005.20959,90.728,2005-03-18 12:00:00
203461,77,18,3,2005,14,2005.2097,91.367,2005-03-18 13:00:00
203462,77,18,3,2005,15,2005.20982,90.98299999999999,2005-03-18 14:00:00
203463,77,18,3,2005,16,2005.20993,90.56200000000001,2005-03-18 15:00:00
203464,77,18,3,2005,17,2005.21005,90.42399999999999,2005-03-18 16:00:00
203465,77,18,3,2005,18,2005.21016,89.64399999999999,2005-03-18 17:00:00
203466,77,18,3,2005,19,2005.21027,90.289,2005-03-18 18:00:00
203467,77,18,3,2005,20,2005.21039,90.507,2005-03-18 19:00:00
203468,77,18,3,2005,21,2005.2105,90.662,2005-03-18 20:00:00
203469,77,18,3,2005,22,2005.2106199999998,90.256,2005-03-18 21:00:00
203470,77,18,3,2005,23,2005.21073,90.346,2005-03-18 22:00:00
203471,77,18,3,2005,24,2005.21085,90.33200000000001,2005-03-18 23:00:00
203472,78,19,3,2005,1,2005.2109600000001,90.39,2005-03-19 00:00:00
203473,78,19,3,2005,2,2005.2110699999998,90.26,2005-03-19 01:00:00
203474,78,19,3,2005,3,2005.2111899999998,89.54799999999999,2005-03-19 02:00:00
203475,78,19,3,2005,4,2005.2113,89.96799999999999,2005-03-19 03:00:00
203476,78,19,3,2005,5,2005.2114199999999,90.514,2005-03-19 04:00:00
203477,78,19,3,2005,6,2005.21153,90.60799999999999,2005-03-19 05:00:00
203478,78,19,3,2005,7,2005.2116399999998,90.521,2005-03-19 06:00:00
203479,78,19,3,2005,8,2005.2117600000001,90.492,2005-03-19 07:00:00
203480,78,19,3,2005,9,2005.2118699999999,89.906,2005-03-19 08:00:00
203481,78,19,3,2005,10,2005.2119899999998,90.125,2005-03-19 09:00:00
203482,78,19,3,2005,11,2005.2121,90.094,2005-03-19 10:00:00
203483,78,19,3,2005,12,2005.21222,89.786,2005-03-19 11:00:00
203484,78,19,3,2005,13,2005.21233,90.287,2005-03-19 12:00:00
203485,78,19,3,2005,14,2005.2124399999998,90.92299999999999,2005-03-19 13:00:00
203486,78,19,3,2005,15,2005.2125600000002,91.152,2005-03-19 14:00:00
203487,78,19,3,2005,16,2005.21267,91.12,2005-03-19 15:00:00
203488,78,19,3,2005,17,2005.21278,91.361,2005-03-19 16:00:00
203489,78,19,3,2005,18,2005.2129,91.90799999999999,2005-03-19 17:00:00
203490,78,19,3,2005,19,2005.2130100000002,91.743,2005-03-19 18:00:00
203491,78,19,3,2005,20,2005.21313,91.941,2005-03-19 19:00:00
203492,78,19,3,2005,21,2005.2132399999998,92.13600000000001,2005-03-19 20:00:00
203493,78,19,3,2005,22,2005.2133600000002,91.486,2005-03-19 21:00:00
203494,78,19,3,2005,23,2005.21347,90.93700000000001,2005-03-19 22:00:00
203495,78,19,3,2005,24,2005.21358,91.324,2005-03-19 23:00:00
203496,79,20,3,2005,1,2005.2137,91.06700000000001,2005-03-20 00:00:00
203497,79,20,3,2005,2,2005.2138100000002,91.399,2005-03-20 01:00:00
203498,79,20,3,2005,3,2005.2139300000001,91.559,2005-03-20 02:00:00
203499,79,20,3,2005,4,2005.2140399999998,91.734,2005-03-20 03:00:00
203500,79,20,3,2005,5,2005.21415,91.79799999999999,2005-03-20 04:00:00
203501,79,20,3,2005,6,2005.21427,91.277,2005-03-20 05:00:00
203502,79,20,3,2005,7,2005.2143800000001,91.714,2005-03-20 06:00:00
203503,79,20,3,2005,8,2005.2145,91.319,2005-03-20 07:00:00
203504,79,20,3,2005,9,2005.2146100000002,91.62,2005-03-20 08:00:00
203505,79,20,3,2005,10,2005.2147300000001,92.09700000000001,2005-03-20 09:00:00
203506,79,20,3,2005,11,2005.2148399999999,91.773,2005-03-20 10:00:00
203507,79,20,3,2005,12,2005.21495,91.848,2005-03-20 11:00:00
203508,79,20,3,2005,13,2005.21507,92.124,2005-03-20 12:00:00
203509,79,20,3,2005,14,2005.2151800000001,91.88600000000001,2005-03-20 13:00:00
203510,79,20,3,2005,15,2005.2153,91.965,2005-03-20 14:00:00
203511,79,20,3,2005,16,2005.2154100000002,92.109,2005-03-20 15:00:00
203512,79,20,3,2005,17,2005.2155300000002,92.117,2005-03-20 16:00:00
203513,79,20,3,2005,18,2005.21564,92.25399999999999,2005-03-20 17:00:00
203514,79,20,3,2005,19,2005.21575,92.37200000000001,2005-03-20 18:00:00
203515,79,20,3,2005,20,2005.21587,92.199,2005-03-20 19:00:00
203516,79,20,3,2005,21,2005.2159800000002,92.54700000000001,2005-03-20 20:00:00
203517,79,20,3,2005,22,2005.2161,92.865,2005-03-20 21:00:00
203518,79,20,3,2005,23,2005.21621,92.51100000000001,2005-03-20 22:00:00
203519,79,20,3,2005,24,2005.21632,92.601,2005-03-20 23:00:00
203520,80,21,3,2005,1,2005.21644,92.294,2005-03-21 00:00:00
203521,80,21,3,2005,2,2005.21655,92.124,2005-03-21 01:00:00
203522,80,21,3,2005,3,2005.21667,91.945,2005-03-21 02:00:00
203523,80,21,3,2005,4,2005.21678,91.506,2005-03-21 03:00:00
203524,80,21,3,2005,5,2005.2169,91.38799999999999,2005-03-21 04:00:00
203525,80,21,3,2005,6,2005.21701,91.186,2005-03-21 05:00:00
203526,80,21,3,2005,7,2005.21712,91.355,2005-03-21 06:00:00
203527,80,21,3,2005,8,2005.21724,91.51,2005-03-21 07:00:00
203528,80,21,3,2005,9,2005.21735,91.459,2005-03-21 08:00:00
203529,80,21,3,2005,10,2005.2174699999998,91.663,2005-03-21 09:00:00
203530,80,21,3,2005,11,2005.21758,91.691,2005-03-21 10:00:00
203531,80,21,3,2005,12,2005.21769,91.615,2005-03-21 11:00:00
203532,80,21,3,2005,13,2005.21781,92.052,2005-03-21 12:00:00
203533,80,21,3,2005,14,2005.2179199999998,92.133,2005-03-21 13:00:00
203534,80,21,3,2005,15,2005.2180399999997,91.87799999999999,2005-03-21 14:00:00
203535,80,21,3,2005,16,2005.21815,92.072,2005-03-21 15:00:00
203536,80,21,3,2005,17,2005.2182699999998,92.00200000000001,2005-03-21 16:00:00
203537,80,21,3,2005,18,2005.21838,91.78399999999999,2005-03-21 17:00:00
203538,80,21,3,2005,19,2005.2184899999997,91.36399999999999,2005-03-21 18:00:00
203539,80,21,3,2005,20,2005.2186100000001,91.156,2005-03-21 19:00:00
203540,80,21,3,2005,21,2005.2187199999998,90.859,2005-03-21 20:00:00
203541,80,21,3,2005,22,2005.2188399999998,91.154,2005-03-21 21:00:00
203542,80,21,3,2005,23,2005.21895,91.19200000000001,2005-03-21 22:00:00
203543,80,21,3,2005,24,2005.2190600000001,91.25299999999999,2005-03-21 23:00:00
203544,81,22,3,2005,1,2005.21918,91.286,2005-03-22 00:00:00
203545,81,22,3,2005,2,2005.2192899999998,91.238,2005-03-22 01:00:00
203546,81,22,3,2005,3,2005.2194100000002,91.694,2005-03-22 02:00:00
203547,81,22,3,2005,4,2005.2195199999999,91.971,2005-03-22 03:00:00
203548,81,22,3,2005,5,2005.21963,92.23899999999999,2005-03-22 04:00:00
203549,81,22,3,2005,6,2005.21975,92.06200000000001,2005-03-22 05:00:00
203550,81,22,3,2005,7,2005.2198600000002,92.44200000000001,2005-03-22 06:00:00
203551,81,22,3,2005,8,2005.21998,92.311,2005-03-22 07:00:00
203552,81,22,3,2005,9,2005.2200899999998,92.31,2005-03-22 08:00:00
203553,81,22,3,2005,10,2005.2202100000002,91.95,2005-03-22 09:00:00
203554,81,22,3,2005,11,2005.22032,92.12100000000001,2005-03-22 10:00:00
203555,81,22,3,2005,12,2005.22043,92.054,2005-03-22 11:00:00
203556,81,22,3,2005,13,2005.22055,91.68,2005-03-22 12:00:00
203557,81,22,3,2005,14,2005.2206600000002,91.925,2005-03-22 13:00:00
203558,81,22,3,2005,15,2005.22078,91.322,2005-03-22 14:00:00
203559,81,22,3,2005,16,2005.2208899999998,90.98299999999999,2005-03-22 15:00:00
203560,81,22,3,2005,17,2005.2210100000002,91.13600000000001,2005-03-22 16:00:00
203561,81,22,3,2005,18,2005.22112,90.986,2005-03-22 17:00:00
203562,81,22,3,2005,19,2005.22123,91.26,2005-03-22 18:00:00
203563,81,22,3,2005,20,2005.22135,91.073,2005-03-22 19:00:00
203564,81,22,3,2005,21,2005.2214600000002,91.375,2005-03-22 20:00:00
203565,81,22,3,2005,22,2005.2215800000001,90.865,2005-03-22 21:00:00
203566,81,22,3,2005,23,2005.2216899999999,91.713,2005-03-22 22:00:00
203567,81,22,3,2005,24,2005.2218,91.493,2005-03-22 23:00:00
203568,82,23,3,2005,1,2005.22192,91.624,2005-03-23 00:00:00
203569,82,23,3,2005,2,2005.2220300000001,91.929,2005-03-23 01:00:00
203570,82,23,3,2005,3,2005.22215,91.742,2005-03-23 02:00:00
203571,82,23,3,2005,4,2005.2222600000002,91.76299999999999,2005-03-23 03:00:00
203572,82,23,3,2005,5,2005.22237,91.581,2005-03-23 04:00:00
203573,82,23,3,2005,6,2005.2224899999999,91.49799999999999,2005-03-23 05:00:00
203574,82,23,3,2005,7,2005.2226,91.57600000000001,2005-03-23 06:00:00
203575,82,23,3,2005,8,2005.22272,91.383,2005-03-23 07:00:00
203576,82,23,3,2005,9,2005.2228300000002,91.785,2005-03-23 08:00:00
203577,82,23,3,2005,10,2005.22295,91.76799999999999,2005-03-23 09:00:00
203578,82,23,3,2005,11,2005.2230600000003,92.027,2005-03-23 10:00:00
203579,82,23,3,2005,12,2005.22317,92.22,2005-03-23 11:00:00
203580,82,23,3,2005,13,2005.22329,91.979,2005-03-23 12:00:00
203581,82,23,3,2005,14,2005.2234,92.294,2005-03-23 13:00:00
203582,82,23,3,2005,15,2005.22352,92.34700000000001,2005-03-23 14:00:00
203583,82,23,3,2005,16,2005.2236300000002,91.962,2005-03-23 15:00:00
203584,82,23,3,2005,17,2005.22374,91.988,2005-03-23 16:00:00
203585,82,23,3,2005,18,2005.22386,92.287,2005-03-23 17:00:00
203586,82,23,3,2005,19,2005.22397,92.145,2005-03-23 18:00:00
203587,82,23,3,2005,20,2005.22409,91.891,2005-03-23 19:00:00
203588,82,23,3,2005,21,2005.2242,92.059,2005-03-23 20:00:00
203589,82,23,3,2005,22,2005.22431,91.444,2005-03-23 21:00:00
203590,82,23,3,2005,23,2005.22443,91.336,2005-03-23 22:00:00
203591,82,23,3,2005,24,2005.22454,91.675,2005-03-23 23:00:00
203592,83,24,3,2005,1,2005.22466,91.31200000000001,2005-03-24 00:00:00
203593,83,24,3,2005,2,2005.22477,91.32600000000001,2005-03-24 01:00:00
203594,83,24,3,2005,3,2005.22489,91.575,2005-03-24 02:00:00
203595,83,24,3,2005,4,2005.225,91.744,2005-03-24 03:00:00
203596,83,24,3,2005,5,2005.22511,91.73299999999999,2005-03-24 04:00:00
203597,83,24,3,2005,6,2005.22523,91.693,2005-03-24 05:00:00
203598,83,24,3,2005,7,2005.22534,91.83,2005-03-24 06:00:00
203599,83,24,3,2005,8,2005.22546,91.792,2005-03-24 07:00:00
203600,83,24,3,2005,9,2005.2255699999998,92.154,2005-03-24 08:00:00
203601,83,24,3,2005,10,2005.2256899999998,92.208,2005-03-24 09:00:00
203602,83,24,3,2005,11,2005.2258,92.6,2005-03-24 10:00:00
203603,83,24,3,2005,12,2005.22591,92.434,2005-03-24 11:00:00
203604,83,24,3,2005,13,2005.22603,92.273,2005-03-24 12:00:00
203605,83,24,3,2005,14,2005.2261399999998,92.74600000000001,2005-03-24 13:00:00
203606,83,24,3,2005,15,2005.2262600000001,92.61200000000001,2005-03-24 14:00:00
203607,83,24,3,2005,16,2005.2263699999999,92.666,2005-03-24 15:00:00
203608,83,24,3,2005,17,2005.22648,92.21600000000001,2005-03-24 16:00:00
203609,83,24,3,2005,18,2005.2266,92.148,2005-03-24 17:00:00
203610,83,24,3,2005,19,2005.2267100000001,91.87299999999999,2005-03-24 18:00:00
203611,83,24,3,2005,20,2005.22683,92.219,2005-03-24 19:00:00
203612,83,24,3,2005,21,2005.2269399999998,92.251,2005-03-24 20:00:00
203613,83,24,3,2005,22,2005.2270600000002,92.223,2005-03-24 21:00:00
203614,83,24,3,2005,23,2005.22717,91.63600000000001,2005-03-24 22:00:00
203615,83,24,3,2005,24,2005.22728,91.73,2005-03-24 23:00:00
203616,84,25,3,2005,1,2005.2274,91.36399999999999,2005-03-25 00:00:00
203617,84,25,3,2005,2,2005.2275100000002,90.978,2005-03-25 01:00:00
203618,84,25,3,2005,3,2005.22763,91.566,2005-03-25 02:00:00
203619,84,25,3,2005,4,2005.2277399999998,91.01899999999999,2005-03-25 03:00:00
203620,84,25,3,2005,5,2005.22785,91.51700000000001,2005-03-25 04:00:00
203621,84,25,3,2005,6,2005.22797,91.883,2005-03-25 05:00:00
203622,84,25,3,2005,7,2005.22808,92.40299999999999,2005-03-25 06:00:00
203623,84,25,3,2005,8,2005.2282,92.44,2005-03-25 07:00:00
203624,84,25,3,2005,9,2005.2283100000002,92.64200000000001,2005-03-25 08:00:00
203625,84,25,3,2005,10,2005.2284300000001,92.441,2005-03-25 09:00:00
203626,84,25,3,2005,11,2005.2285399999998,92.846,2005-03-25 10:00:00
203627,84,25,3,2005,12,2005.22865,92.66,2005-03-25 11:00:00
203628,84,25,3,2005,13,2005.22877,92.35700000000001,2005-03-25 12:00:00
203629,84,25,3,2005,14,2005.2288800000001,92.44200000000001,2005-03-25 13:00:00
203630,84,25,3,2005,15,2005.2289899999998,92.171,2005-03-25 14:00:00
203631,84,25,3,2005,16,2005.2291100000002,92.305,2005-03-25 15:00:00
203632,84,25,3,2005,17,2005.22922,92.199,2005-03-25 16:00:00
203633,84,25,3,2005,18,2005.2293399999999,92.088,2005-03-25 17:00:00
203634,84,25,3,2005,19,2005.22945,92.23899999999999,2005-03-25 18:00:00
203635,84,25,3,2005,20,2005.22957,91.993,2005-03-25 19:00:00
203636,84,25,3,2005,21,2005.2296800000001,91.762,2005-03-25 20:00:00
203637,84,25,3,2005,22,2005.2298,92.055,2005-03-25 21:00:00
203638,84,25,3,2005,23,2005.2299100000002,92.02799999999999,2005-03-25 22:00:00
203639,84,25,3,2005,24,2005.23002,91.759,2005-03-25 23:00:00
203640,85,26,3,2005,1,2005.23014,91.67299999999999,2005-03-26 00:00:00
203641,85,26,3,2005,2,2005.23025,91.928,2005-03-26 01:00:00
203642,85,26,3,2005,3,2005.2303600000002,91.70200000000001,2005-03-26 02:00:00
203643,85,26,3,2005,4,2005.2304800000002,91.927,2005-03-26 03:00:00
203644,85,26,3,2005,5,2005.23059,91.76899999999999,2005-03-26 04:00:00
203645,85,26,3,2005,6,2005.23071,92.324,2005-03-26 05:00:00
203646,85,26,3,2005,7,2005.23082,92.116,2005-03-26 06:00:00
203647,85,26,3,2005,8,2005.23094,92.38,2005-03-26 07:00:00
203648,85,26,3,2005,9,2005.23105,92.46700000000001,2005-03-26 08:00:00
203649,85,26,3,2005,10,2005.23116,92.428,2005-03-26 09:00:00
203650,85,26,3,2005,11,2005.23128,92.43799999999999,2005-03-26 10:00:00
203651,85,26,3,2005,12,2005.23139,92.682,2005-03-26 11:00:00
203652,85,26,3,2005,13,2005.23151,92.48899999999999,2005-03-26 12:00:00
203653,85,26,3,2005,14,2005.23162,92.72,2005-03-26 13:00:00
203654,85,26,3,2005,15,2005.23174,92.62799999999999,2005-03-26 14:00:00
203655,85,26,3,2005,16,2005.23185,92.275,2005-03-26 15:00:00
203656,85,26,3,2005,17,2005.23196,92.132,2005-03-26 16:00:00
203657,85,26,3,2005,18,2005.23208,92.16799999999999,2005-03-26 17:00:00
203658,85,26,3,2005,19,2005.23219,92.073,2005-03-26 18:00:00
203659,85,26,3,2005,20,2005.23231,92.08,2005-03-26 19:00:00
203660,85,26,3,2005,21,2005.2324199999998,91.92399999999999,2005-03-26 20:00:00
203661,85,26,3,2005,22,2005.23253,91.921,2005-03-26 21:00:00
203662,85,26,3,2005,23,2005.23265,91.83,2005-03-26 22:00:00
203663,85,26,3,2005,24,2005.23276,91.572,2005-03-26 23:00:00
203664,86,27,3,2005,1,2005.23288,91.635,2005-03-27 00:00:00
203665,86,27,3,2005,2,2005.2329899999997,91.741,2005-03-27 01:00:00
203666,86,27,3,2005,3,2005.2331100000001,91.93700000000001,2005-03-27 02:00:00
203667,86,27,3,2005,4,2005.2332199999998,91.684,2005-03-27 03:00:00
203668,86,27,3,2005,5,2005.23333,91.461,2005-03-27 04:00:00
203669,86,27,3,2005,6,2005.23345,91.714,2005-03-27 05:00:00
203670,86,27,3,2005,7,2005.2335600000001,91.54799999999999,2005-03-27 06:00:00
203671,86,27,3,2005,8,2005.23368,92.289,2005-03-27 07:00:00
203672,86,27,3,2005,9,2005.2337899999998,92.35700000000001,2005-03-27 08:00:00
203673,86,27,3,2005,10,2005.2339,92.35700000000001,2005-03-27 09:00:00
203674,86,27,3,2005,11,2005.2340199999999,92.23100000000001,2005-03-27 10:00:00
203675,86,27,3,2005,12,2005.23413,92.561,2005-03-27 11:00:00
203676,86,27,3,2005,13,2005.23425,92.48299999999999,2005-03-27 12:00:00
203677,86,27,3,2005,14,2005.2343600000002,93.024,2005-03-27 13:00:00
203678,86,27,3,2005,15,2005.23448,92.53,2005-03-27 14:00:00
203679,86,27,3,2005,16,2005.2345899999998,92.75200000000001,2005-03-27 15:00:00
203680,86,27,3,2005,17,2005.2347,92.689,2005-03-27 16:00:00
203681,86,27,3,2005,18,2005.23482,92.294,2005-03-27 17:00:00
203682,86,27,3,2005,19,2005.23493,92.62100000000001,2005-03-27 18:00:00
203683,86,27,3,2005,20,2005.23505,92.603,2005-03-27 19:00:00
203684,86,27,3,2005,21,2005.2351600000002,92.242,2005-03-27 20:00:00
203685,86,27,3,2005,22,2005.23527,92.43799999999999,2005-03-27 21:00:00
203686,86,27,3,2005,23,2005.2353899999998,92.15700000000001,2005-03-27 22:00:00
203687,86,27,3,2005,24,2005.2355,92.07700000000001,2005-03-27 23:00:00
203688,87,28,3,2005,1,2005.23562,92.219,2005-03-28 00:00:00
203689,87,28,3,2005,2,2005.23573,92.25299999999999,2005-03-28 01:00:00
203690,87,28,3,2005,3,2005.2358399999998,92.21600000000001,2005-03-28 02:00:00
203691,87,28,3,2005,4,2005.2359600000002,91.89399999999999,2005-03-28 03:00:00
203692,87,28,3,2005,5,2005.23607,92.29700000000001,2005-03-28 04:00:00
203693,87,28,3,2005,6,2005.2361899999999,92.24799999999999,2005-03-28 05:00:00
203694,87,28,3,2005,7,2005.2363,92.32,2005-03-28 06:00:00
203695,87,28,3,2005,8,2005.23642,92.09899999999999,2005-03-28 07:00:00
203696,87,28,3,2005,9,2005.2365300000001,92.101,2005-03-28 08:00:00
203697,87,28,3,2005,10,2005.2366399999999,92.361,2005-03-28 09:00:00
203698,87,28,3,2005,11,2005.2367600000002,92.23,2005-03-28 10:00:00
203699,87,28,3,2005,12,2005.23687,92.68700000000001,2005-03-28 11:00:00
203700,87,28,3,2005,13,2005.2369899999999,92.351,2005-03-28 12:00:00
203701,87,28,3,2005,14,2005.2371,92.26700000000001,2005-03-28 13:00:00
203702,87,28,3,2005,15,2005.23722,92.213,2005-03-28 14:00:00
203703,87,28,3,2005,16,2005.2373300000002,92.101,2005-03-28 15:00:00
203704,87,28,3,2005,17,2005.2374399999999,92.346,2005-03-28 16:00:00
203705,87,28,3,2005,18,2005.2375600000003,92.325,2005-03-28 17:00:00
203706,87,28,3,2005,19,2005.23767,91.916,2005-03-28 18:00:00
203707,87,28,3,2005,20,2005.23779,91.43299999999999,2005-03-28 19:00:00
203708,87,28,3,2005,21,2005.2379,91.45700000000001,2005-03-28 20:00:00
203709,87,28,3,2005,22,2005.2380100000003,91.395,2005-03-28 21:00:00
203710,87,28,3,2005,23,2005.2381300000002,91.959,2005-03-28 22:00:00
203711,87,28,3,2005,24,2005.23824,91.449,2005-03-28 23:00:00
203712,88,29,3,2005,1,2005.23836,91.766,2005-03-29 00:00:00
203713,88,29,3,2005,2,2005.23847,92.084,2005-03-29 01:00:00
203714,88,29,3,2005,3,2005.2385800000002,92.329,2005-03-29 02:00:00
203715,88,29,3,2005,4,2005.2387,92.21,2005-03-29 03:00:00
203716,88,29,3,2005,5,2005.23881,92.395,2005-03-29 04:00:00
203717,88,29,3,2005,6,2005.23893,92.27799999999999,2005-03-29 05:00:00
203718,88,29,3,2005,7,2005.23904,92.031,2005-03-29 06:00:00
203719,88,29,3,2005,8,2005.23916,92.169,2005-03-29 07:00:00
203720,88,29,3,2005,9,2005.23927,91.54700000000001,2005-03-29 08:00:00
203721,88,29,3,2005,10,2005.23938,91.985,2005-03-29 09:00:00
203722,88,29,3,2005,11,2005.2395,91.71700000000001,2005-03-29 10:00:00
